SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
523323,KOVAI MEDI. ,X ,Q,709.95,710.00,685.00,703.20,703.00,680.00,40,2346,1622712.00,
523329,ELDECO HOUS.,X ,Q,2049.00,2090.00,2030.05,2063.45,2050.00,2079.95,79,422,870520.00,
523367,DCMSHRIRAM  ,A ,Q,380.00,394.60,379.00,392.05,389.80,377.30,1007,6766,2629910.00,
523369,DCM SHR.IND ,X ,Q,154.95,155.80,148.00,153.00,153.00,145.75,22,716,108024.00,
523371,MAWANA SUGAR,B ,Q,31.50,33.55,29.20,32.20,32.15,30.85,168,14328,459273.00,
523384,MAH.RAS.APEX,T ,Q,76.00,76.00,76.00,76.00,76.00,79.75,1,5,380.00,
523385,NILKAMAL L  ,A ,Q,904.05,946.00,904.05,934.30,928.00,903.20,247,1710,1595538.00,
523391,NAHAR POLY  ,B ,Q,26.00,26.80,25.90,26.50,26.50,25.90,10,732,19330.00,
523395,3M INDIA LTD,A ,Q,20757.10,21250.00,20751.00,20841.50,20811.55,20555.15,43,74,1546118.00,
523398,JCHAC       ,B ,Q,1525.00,1599.25,1525.00,1589.00,1581.00,1531.30,32,238,378060.00,
523405,JM FINANCIAL,A ,Q,66.00,66.50,65.00,65.90,66.10,65.60,176,14000,919675.00,
523411,ADCINDIA    ,X ,Q,166.70,166.70,156.00,156.65,157.00,166.40,35,1391,221731.00,
523415,COVENTRY COI,XT,Q,1.22,1.22,1.22,1.22,1.22,1.17,2,130,158.00,
523419,TAMIL.TELE. ,T ,Q,1.30,1.30,1.30,1.30,1.30,1.30,1,2,2.00,
523445,REL INDL INF,B ,Q,227.90,235.40,227.20,232.95,233.00,227.00,1054,24497,5692007.00,
523449,SHARP INDIA ,XT,Q,19.00,21.00,19.00,19.00,19.00,20.00,4,470,9130.00,
523457,LINDEINDIA  ,A ,Q,484.20,495.25,480.65,488.35,484.50,482.25,104,908,443860.00,
523465,IND.BANK HSG,B ,Q,25.00,28.00,22.00,25.15,27.00,23.90,56,7682,184947.00,
523475,LOTUS CHOC  ,X ,Q,16.00,16.00,15.50,15.50,15.50,14.90,2,10,157.00,
523483,PACIFIC IND.,X ,Q,115.80,127.85,115.80,117.20,117.10,121.85,18,3834,449930.00,
523519,UNI OFF AUTO,XT,Q,1.55,1.69,1.53,1.69,1.69,1.61,3,1010,1556.00,
523537,APM INDUS.  ,X ,Q,19.55,21.20,19.55,20.05,19.85,21.15,12,438,8692.00,
523539,PRECISION WR,B ,Q,168.55,171.00,168.00,169.85,169.85,163.60,23,216,36620.00,
523550,KRYPTON IND ,X ,Q,14.00,14.00,13.50,13.50,13.50,13.50,14,6525,90425.00,
523558,NETWORK LTD.,XT,Q,1.90,1.90,1.90,1.90,1.90,1.99,1,10,19.00,
523566,MARTIN BURN ,X ,Q,21.25,21.25,21.25,21.25,21.25,22.35,5,104,2210.00,
523574,FEL         ,B ,Q,22.45,23.75,22.45,23.00,22.75,22.40,450,57109,1317862.00,
523586,IND.TONERS  ,X ,Q,102.90,103.00,95.00,103.00,103.00,97.80,40,2072,207997.00,
523598,SHIPP.CORPN ,A ,Q,26.60,27.75,26.60,27.55,27.55,26.45,542,90857,2474291.00,
523606,SIKA INTER. ,X ,Q,169.00,170.00,163.05,165.35,163.10,168.95,18,902,151287.00,
523610,ITI LTD.    ,A ,Q,73.50,77.35,73.50,76.70,76.70,73.00,433,37620,2836181.00,
523618,DREDGING COR,B ,Q,321.00,335.95,321.00,332.60,333.50,324.30,329,6004,1989903.00,
523620,PHARMASIA   ,XT,Q,21.00,21.00,21.00,21.00,21.00,20.75,1,10,210.00,
523628,PODDAR      ,B ,Q,417.00,417.00,417.00,417.00,417.00,438.20,1,1,417.00,
523630,NATIONAL FER,B ,Q,29.30,29.75,27.50,27.75,27.90,29.95,703,136279,3855676.00,
523638,IP RINGS LTD,X ,Q,64.50,64.50,61.20,61.30,61.20,59.10,14,293,18248.00,
523642,PI INDUS.LTD,A ,Q,1092.95,1102.50,1086.00,1088.45,1088.00,1082.35,675,31381,34338331.00,
523648,PLASTIBLEND ,B ,Q,180.05,182.05,180.05,182.05,182.05,180.90,5,102,18567.00,
523660,WATERBASE   ,X ,Q,86.95,91.50,86.00,89.65,89.50,89.00,510,28392,2560524.00,
523672,FLEX FOODS  ,X ,Q,48.85,50.85,46.00,50.00,50.00,48.20,25,3080,147984.00,
523676,GOLKUNDA DIA,XT,Q,14.28,14.28,14.28,14.28,14.28,14.00,1,145,2070.00,
523694,APCOTEX IND ,B ,Q,193.50,200.40,193.50,200.20,200.40,193.50,72,1627,323421.00,
523696,FORTIS MLR  ,X ,Q,48.25,50.00,48.25,50.00,50.00,48.10,13,3728,186346.00,
523704,MASTEK LTD  ,B ,Q,363.00,369.85,358.00,366.80,369.85,362.10,207,5541,1995306.00,
523708,EIMCO ELECON,B ,Q,276.00,303.50,276.00,289.00,289.00,290.80,6,168,49240.00,
523710,SAYAJI HOTEL,XT,Q,255.45,265.00,243.00,264.90,264.90,255.50,9,145,37234.00,
523716,ASHIANA HOU ,B ,Q,109.00,109.60,105.15,106.50,106.90,109.10,85,3265,351945.00,
523736,DVL         ,B ,Q,79.00,79.95,76.20,78.55,78.50,81.95,63,3288,259860.00,
523754,MAHEPC      ,X ,Q,84.15,99.00,84.15,97.00,97.00,85.70,153,11265,1075757.00,
523756,SREIINFRA   ,A ,Q,11.56,12.93,11.50,11.89,11.89,11.30,957,121794,1496482.00,
523768,GUJ.BOROSIL ,X ,Q,57.60,60.95,57.60,58.30,58.50,58.15,207,20566,1213131.00,
523782,MITSHI      ,XT,Q,42.05,45.95,42.00,43.95,43.90,43.95,15,2818,119959.00,
523792,MAZDA LTD   ,B ,Q,345.00,377.00,344.75,372.65,377.00,343.50,331,1023,362060.00,
523796,VICEROY HOTE,T ,Q,1.33,1.38,1.29,1.33,1.33,1.35,10,5425,7175.00,
523826,SOVEREIGN DI,X ,Q,5.36,5.36,5.36,5.36,5.36,5.30,1,1000,5360.00,
523828,MENON BEAR. ,B ,Q,64.70,65.00,64.00,64.90,64.90,65.40,43,872,56103.00,
523836,GUJ.RAFFIA  ,T ,Q,11.02,11.57,10.47,11.57,11.57,11.02,7,51,535.00,
523838,SIMPLX INFRA,B ,Q,67.00,68.00,61.50,62.50,62.00,66.90,2316,9207,579855.00,
523840,INN.TECH.PAC,X ,Q,12.85,12.85,10.30,12.04,12.40,12.02,35,3032,35211.00,
523842,SUPER TANNER,X ,Q,1.90,1.90,1.90,1.90,1.90,1.96,1,500,950.00,
523844,INVICTA MED ,XT,Q,4.22,4.41,4.20,4.20,4.20,4.20,6,14002,59068.00,
523850,AXTEL INDUS.,X ,Q,105.00,105.00,99.00,102.00,102.00,110.05,252,26168,2659968.00,
524000,MAGMA FIN   ,A ,Q,69.00,71.70,69.00,71.05,70.40,71.90,142,6896,487043.00,
524013,HIND.FLUROCA,B ,Q,9.56,9.90,9.54,9.70,9.55,10.04,14,2567,24868.00,
524019,KINGFA      ,B ,Q,599.00,617.00,594.00,598.20,604.95,590.90,34,200,120448.00,
524037,RAMA PHOSPH ,X ,Q,51.50,51.50,49.50,50.45,51.40,51.95,15,1241,62842.00,
524051,POLYPLEX    ,B ,Q,448.00,473.95,448.00,470.20,473.55,441.55,294,2629,1221484.00,
524075,ALBERT DAVID,B ,Q,350.00,360.00,341.45,350.15,341.45,342.00,21,235,83054.00,
524084,MONSANTO (I),A ,Q,2060.00,2076.90,1982.40,2056.60,2074.00,2025.05,44,292,594353.00,
524091,ACRYCIL LTD.,X ,Q,96.00,102.00,92.00,98.80,99.00,92.80,322,23403,2286660.00,
524109,KABRA EXTR  ,B ,Q,61.85,63.60,61.85,63.35,63.35,61.50,18,570,35801.00,
524129,VINYL CHEM  ,B ,Q,61.90,63.25,61.30,62.45,61.50,61.70,36,1267,79160.00,
524136,PEE CEE COSM,X ,Q,86.60,86.60,86.60,86.60,86.60,82.50,1,100,8660.00,
524164,IOL CHEM PH ,B ,Q,189.00,206.30,189.00,200.95,200.95,190.05,1683,125037,24679446.00,
524174,KESAR PETRO ,X ,Q,6.75,7.38,6.50,6.80,6.80,7.06,100,40043,273307.00,
524200,VINATI ORG. ,A ,Q,1844.55,1851.00,1820.00,1834.20,1832.90,1826.60,134,690,1267775.00,
524202,LACTOSE(I)  ,XT,Q,19.45,19.60,19.40,19.60,19.60,18.70,10,2100,40952.00,
524208,AARTI INDUST,A ,Q,1670.00,1725.00,1670.00,1721.30,1721.30,1679.90,403,2549,4378844.00,
524212,WANBURY LTD ,T ,Q,13.50,13.50,13.04,13.40,13.40,13.69,10,1490,20030.00,
524218,RESONANCE   ,XT,Q,33.15,33.15,31.50,32.45,31.70,33.15,36,5843,186011.00,
524226,GUJ AMB EXP ,B ,Q,118.30,127.15,113.65,126.75,127.10,118.40,286,11769,1448424.00,
524230,RASHTR.CHEM.,A ,Q,44.30,46.65,44.10,46.25,46.25,45.20,484,86802,3982652.00,
524280,KOPRAN LTD. ,B ,Q,27.90,30.15,27.60,29.65,29.35,27.90,224,17564,509245.00,
524288,AIMCO PESTI.,X ,Q,80.00,85.00,77.65,82.50,81.00,80.80,58,3205,258273.00,
524314,GUJ.TERC LAB,X ,Q,5.95,6.35,5.95,6.35,6.35,6.25,4,1013,6192.00,
524324,SEYAIND     ,B ,Q,413.00,423.75,406.80,410.85,406.80,415.50,127,3181,1312962.00,
524330,JAYANT AGRO ,B ,Q,115.80,139.40,113.25,139.40,139.40,116.20,248,12349,1668268.00,
524332,BCLIL       ,X ,Q,67.50,73.65,66.15,69.05,68.70,66.35,72,6050,421431.00,
524336,SH.HARI CHEM,X ,Q,20.05,20.05,20.00,20.05,20.05,19.10,3,200,4005.00,
524342,INDOBORAXC  ,X ,Q,364.95,364.95,350.00,356.80,363.35,358.05,20,260,93657.00,
524348,AARTI DRUGS ,B ,Q,435.00,450.85,435.00,442.85,442.95,438.10,66,480,213188.00,
524370,BODAL CHEM  ,B ,Q,73.20,78.70,73.15,75.65,77.00,73.15,288,6623,500968.00,
524394,VIMTA LABS  ,B ,Q,107.00,107.00,100.00,105.85,107.00,105.10,289,9589,985519.00,
524400,ISHITA DRUGS,X ,Q,18.20,18.20,18.05,18.05,18.05,19.00,3,20,362.00,
524404,MARKSANS    ,B ,Q,16.30,17.45,16.30,16.90,16.90,16.75,667,72881,1239769.00,
524408,UNIV.STARCH ,XT,Q,38.85,38.85,38.85,38.85,38.85,37.00,1,1,38.00,
524412,AAREY DRUGS ,X ,Q,14.55,15.80,14.30,15.60,15.70,15.25,51,4687,71864.00,
524414,NORRIS MEDI.,XT,Q,9.50,9.50,9.50,9.50,9.50,10.00,2,1000,9500.00,
524440,CAMEX LTD   ,X ,Q,23.00,23.00,23.00,23.00,23.00,23.70,10,365,8395.00,
524444,KAVITIND    ,X ,Q,44.65,44.70,43.00,43.85,43.75,44.35,95,28070,1233439.00,
524470,SYNCOM FORM.,X ,Q,0.76,0.79,0.74,0.78,0.78,0.74,153,336438,258381.00,
524480,RIDHI SIDHI ,X ,Q,223.10,240.70,223.10,229.35,228.00,229.70,39,508,118388.00,
524488,SVCIND      ,XT,Q,1.85,1.85,1.85,1.85,1.85,1.88,2,150,277.00,
524494,IPCA LAB LTD,A ,Q,948.50,955.50,944.45,948.50,948.50,949.25,411,3870,3679120.00,
524500,KILITCH DRUG,B ,Q,93.45,105.00,93.40,99.35,97.20,96.60,135,2844,285515.00,
524506,CORAL LAB.  ,X ,Q,182.75,191.25,180.50,181.25,181.10,183.00,13,589,107944.00,
524518,KREBS BIOCHM,B ,Q,89.50,95.00,85.00,85.00,85.00,81.60,13,718,61973.00,
524520,KMC SHIL    ,X ,Q,10.69,10.69,10.13,10.22,10.22,10.10,36,9412,96270.00,
524542,SUKJIT STRCH,X ,Q,206.00,214.90,203.00,204.10,204.10,211.90,39,502,103008.00,
524558,NEULAND LAB.,B ,Q,458.30,485.00,445.00,455.30,450.00,468.05,72,518,236858.00,
524564,GAYATRI BIO ,XT,Q,1.48,1.48,1.48,1.48,1.48,1.48,1,3,4.00,
524570,PODDAR PIGM.,B ,Q,142.40,145.10,142.25,144.90,144.00,142.75,13,170,24388.00,
524576,VIVID IND   ,X ,Q,23.20,23.20,22.00,22.00,22.00,22.75,2,56,1239.00,
524582,TIRUPATI STA,XT,Q,27.00,27.00,27.00,27.00,27.00,27.10,4,600,16200.00,
524594,ASHOK-ALCO  ,X ,Q,20.35,23.20,19.45,21.10,22.90,21.60,94,4895,100960.00,
524598,AKSHARCHEM I,B ,Q,214.55,221.70,214.00,219.80,221.70,221.95,18,514,112204.00,
524606,BERYL DRUGS ,X ,Q,4.98,4.98,4.98,4.98,4.98,5.22,1,200,996.00,
524632,SHUKRAPHAR  ,XT,Q,49.50,49.50,49.50,49.50,49.50,47.30,4,11,544.00,
524634,ALU FLUORIDE,X ,Q,111.00,112.90,106.15,112.30,110.80,108.55,128,8420,919269.00,
524640,ARCHITORG   ,X ,Q,7.25,7.90,7.19,7.74,7.74,7.56,24,8410,61689.00,
524648,INDO AMINES ,X ,Q,57.00,62.30,57.00,61.00,62.00,56.80,35,3510,210811.00,
524652,IND.SWIFT LT,B ,Q,4.02,4.02,3.71,4.02,4.02,3.83,4,72,288.00,
524654,NATURAL CAPS,X ,Q,48.00,51.00,48.00,51.00,51.00,49.00,3,5140,261720.00,
524663,BH.IMMUN&BIO,B ,Q,5.99,6.75,5.72,6.52,6.50,5.71,77,9878,61475.00,
524667,SOTL        ,B ,Q,951.75,972.70,920.35,930.15,935.55,927.95,96,816,763932.00,
524669,HESTER BISC ,B ,Q,1525.20,1592.45,1525.20,1592.20,1592.40,1540.00,110,259,407535.00,
524675,KABSONS INDU,XT,Q,3.35,3.35,3.35,3.35,3.35,3.35,1,5,16.00,
524687,BASANT AGRO ,X ,Q,3.32,3.75,3.25,3.72,3.60,3.18,62,31155,110990.00,
524689,PARENT.DRUGS,T ,Q,3.30,3.30,3.15,3.15,3.15,3.30,2,40,130.00,
524699,KILBURN CHEM,XT,Q,16.50,16.50,16.05,16.36,16.05,15.75,6,350,5754.00,
524703,SANDU PHARMA,X ,Q,15.40,15.40,13.80,15.24,15.24,14.68,26,2308,34026.00,
524709,NACLIND     ,B ,Q,26.50,26.80,26.05,26.40,26.40,26.10,34,169175,4432617.00,
524711,VISTA PHARMA,XT,Q,11.00,11.00,11.00,11.00,11.00,11.00,3,150,1650.00,
524715,SUN PHARMA. ,A ,Q,414.10,422.40,414.10,418.30,418.30,416.95,2930,181072,75789794.00,
524717,TITAN BIOTEC,X ,Q,38.00,38.55,35.35,35.50,35.35,37.00,110,115492,4109370.00,
524727,SDL         ,X ,Q,25.70,25.70,25.70,25.70,25.70,25.70,1,5,128.00,
524731,JENBURKT PH.,X ,Q,421.40,428.00,420.05,424.45,425.00,415.85,27,2749,1164304.00,
524735,HIKAL LTD.  ,B ,Q,147.15,149.20,145.25,146.90,147.90,145.60,433,24139,3542133.00,
524742,CAPLIN POINT,B ,Q,437.00,437.00,408.00,412.75,414.00,412.40,119,2096,868783.00,
524748,LINK PHARMA ,X ,Q,12.81,12.81,12.80,12.80,12.80,12.20,8,2079,26629.00,
524752,COMBAT DRUGS,X ,Q,25.75,28.45,25.75,25.75,25.75,27.10,13,3130,80704.00,
524758,WINTAC LTD  ,X ,Q,187.00,187.00,170.60,173.00,173.00,184.90,5,44,7887.00,
524764,NUTRA       ,X ,Q,8.50,8.50,7.70,7.71,7.70,8.10,92,16987,135281.00,
524774,NGL FINE CHM,XT,Q,470.00,488.00,453.05,467.05,465.00,470.15,41,857,398171.00,
524790,EVEREST ORG.,X ,Q,135.00,139.45,130.00,132.75,130.00,132.05,28,817,111035.00,
524796,VARDHMAN LAB,P ,Q,0.49,0.49,0.49,0.49,0.49,0.51,1,100,49.00,
524804,AUROB.PHARMA,A ,Q,545.10,566.00,545.10,561.95,560.50,548.20,1283,58195,32591751.00,
524808,PHYTOCHEM I.,X ,Q,23.50,24.95,23.50,24.95,24.95,23.95,6,326,7673.00,
524816,NATCO PHARM ,A ,Q,532.00,561.15,529.75,549.55,549.55,533.70,854,9312,5138460.00,
524818,DYNAMIC IND.,X ,Q,68.00,68.00,61.50,64.00,64.00,62.10,10,309,19592.00,
524820,PANAMA PETRO,B ,Q,67.25,73.00,66.25,71.80,71.80,68.20,56,1733,120853.00,
524824,BAL PHARMA  ,B ,Q,35.70,39.20,35.70,38.90,38.85,36.80,49,1913,71276.00,
524828,BDH INDUS.  ,XT,Q,54.35,54.65,53.20,54.65,54.65,54.85,6,391,21122.00,
526043,POLYMECH.MCH,X ,Q,27.50,28.50,27.50,28.50,28.50,26.40,5,969,27516.00,
526073,GALAXY BEAR.,XT,Q,177.25,177.25,161.50,173.00,173.00,170.00,5,63,10385.00,
526093,SATVAH.ISPAT,T ,Q,5.49,5.51,5.49,5.51,5.51,5.25,15,10067,55439.00,
526113,UNIROYAL MAR,XT,Q,5.01,5.01,5.01,5.01,5.01,5.26,1,1,5.00,
526117,SHERVANI IND,X ,Q,428.80,448.00,412.10,429.30,429.95,427.60,29,149,63161.00,
526137,SHETRON LTD ,X ,Q,21.20,21.20,21.20,21.20,21.20,22.30,4,260,5512.00,
526139,TRANSGENE BI,XT,Q,2.85,2.99,2.85,2.90,2.85,2.99,13,5809,16598.00,
526143,MPL         ,XT,Q,4.30,4.67,4.30,4.67,4.67,4.49,2,751,3229.00,
526159,NIKHIL ADHSV,X ,Q,132.00,132.00,132.00,132.00,132.00,126.35,1,10,1320.00,
526161,SPENTA INT. ,X ,Q,74.00,74.00,63.45,70.00,70.00,61.80,5,52,3656.00,
526169,MULTIBASE I ,X ,Q,133.00,138.90,129.15,133.70,133.00,135.90,125,7456,978358.00,
526173,ANDREW YULE ,B ,Q,11.55,12.69,11.55,12.49,12.41,11.79,118,58457,716335.00,
526179,LUDOLOW JUTE,X ,Q,42.60,46.50,42.40,44.30,46.40,41.30,37,3427,150497.00,
526217,HITECHCORP  ,B ,Q,70.95,71.00,70.90,71.00,71.00,69.40,17,1606,113975.00,
526227,FILATEX INDI,B ,Q,37.95,41.00,37.00,39.85,39.85,37.60,536,91842,3678585.00,
526235,MERCATOR    ,T ,Q,1.99,1.99,1.99,1.99,1.99,2.09,16,9399,18704.00,
526247,PREMIER EXPL,B ,Q,156.00,158.90,151.05,154.60,154.45,154.90,30,1045,162001.00,
526263,MOLD-TEK TEC,B ,Q,48.75,49.55,48.50,49.55,49.55,48.80,10,315,15339.00,
526299,MPHASIS LTD ,A ,Q,941.75,968.70,929.95,963.00,965.25,944.50,535,3419,3256769.00,
526301,MEDINOVA DIA,XT,Q,13.65,13.65,13.05,13.05,13.05,13.00,5,203,2650.00,
526315,DIVYA.GRANIT,X ,Q,69.80,69.80,63.20,63.20,63.20,66.50,14,505,32218.00,
526325,ORIENT PRESS,B ,Q,118.00,118.00,118.00,118.00,118.00,111.00,1,10,1180.00,
526355,DURO PACK   ,XT,Q,11.61,11.61,11.61,11.61,11.61,11.06,1,9,104.00,
526365,SWARNASA    ,X ,Q,7.74,8.00,7.74,7.78,7.75,8.13,3,110,851.00,
526367,GANESH HSG. ,B ,Q,30.00,34.20,30.00,34.20,34.20,28.50,196,8594,282595.00,
526371,NMDC LTD    ,A ,Q,100.50,105.30,100.15,104.70,104.50,101.95,1180,162641,16874373.00,
526373,CINDRELLA HT,X ,Q,24.30,24.30,24.30,24.30,24.30,23.30,2,14,340.00,
526381,PAT INT LOG ,B ,Q,15.95,17.35,15.95,17.35,17.35,16.55,50,3286,56296.00,
526397,ALPHAGEO (I),B ,Q,157.55,175.25,157.50,162.60,162.60,175.00,1244,28354,4653888.00,
526407,RIT PRO IND ,XT,Q,12.26,12.50,12.26,12.50,12.50,12.35,3,300,3702.00,
526409,KKALPANAIND ,X ,Q,16.00,16.00,13.05,14.16,14.69,13.80,32,3638,52972.00,
526415,OK PLAY (I) ,XT,Q,28.50,28.50,25.85,28.20,26.60,27.20,30,3926,104870.00,
526423,KRITI INDUS.,X ,Q,17.50,17.90,17.50,17.55,17.55,17.90,31,12651,222086.00,
526433,ASM TECHNOLO,X ,Q,98.30,105.70,96.15,98.15,98.75,104.75,66,6681,670105.00,
526435,PERFECTPAC  ,X ,Q,163.90,163.90,162.30,162.30,162.30,156.60,2,2,326.00,
526441,VISIONCINE  ,XT,Q,0.97,0.99,0.96,0.96,0.96,0.95,12,5188,5037.00,
526445,INDRAYANI BI,XT,Q,4.90,4.90,4.90,4.90,4.90,5.00,1,12,58.00,
526471,WINSOME BREW,XT,Q,3.20,3.41,3.20,3.41,3.41,3.25,8,1145,3841.00,
526479,SKY INDUST. ,X ,Q,30.00,30.00,30.00,30.00,30.00,30.10,2,11,330.00,
526481,PHOENIX INT.,XT,Q,13.30,14.40,13.30,13.30,13.30,14.00,7,286,3815.00,
526492,RISHIROOP   ,X ,Q,35.85,36.10,35.75,36.05,36.05,36.25,14,841,30208.00,
526519,ALPINE HSG. ,X ,Q,9.50,9.69,9.50,9.69,9.69,9.23,8,300,2888.00,
526521,SANGHI IND. ,B ,Q,56.60,57.45,56.60,57.25,57.25,56.45,21,1223,69670.00,
526538,MAXIMAA SYST,X ,Q,1.98,1.98,1.98,1.98,1.98,2.02,4,207,409.00,
526544,SCANP GEOM  ,X ,Q,25.00,26.00,25.00,25.60,25.90,24.20,24,18159,466092.00,
526550,CCHHL       ,T ,Q,3.43,3.72,3.43,3.72,3.72,3.61,22,894,3201.00,
526576,TECHIN      ,B ,Q,3.90,3.90,3.90,3.90,3.90,3.94,9,5550,21645.00,
526582,TPL PLAST   ,B ,Q,102.50,107.75,102.50,106.55,107.00,102.00,12,74,7682.00,
526586,WIM PLAST LT,X ,Q,363.00,363.00,342.25,349.15,349.50,349.70,122,5412,1891322.00,
526596,LIBERTY SHOE,B ,Q,89.05,94.70,88.50,92.20,91.60,90.75,294,9144,847523.00,
526608,ELECTROTHERM,B ,Q,166.00,170.00,161.15,166.65,166.65,169.60,184,6764,1113753.00,
526612,BLUE DART EX,A ,Q,2316.00,2349.15,2295.30,2300.85,2300.85,2322.65,37,312,725249.00,
526616,NAT.PLASTIC ,X ,Q,23.20,26.45,23.20,25.90,25.90,25.40,7,353,8603.00,
526640,ROYALE MANOR,XT,Q,10.42,10.70,10.42,10.70,10.70,10.90,2,101,1080.00,
526642,MIRZA INTER ,B ,Q,58.00,59.05,56.60,57.15,57.15,57.80,266,32486,1890668.00,
526650,TOURISM FINA,B ,Q,60.40,60.85,58.00,59.95,59.95,58.65,50,3161,188319.00,
526666,BHARTIYA INT,T ,Q,272.90,272.90,272.00,272.00,272.00,267.80,2,525,143250.00,
526668,KAMAT HOTELS,B ,Q,38.25,38.25,37.00,37.50,37.50,37.10,76,3027,112977.00,
526687,POLO HOTELS ,XT,Q,4.61,4.61,4.61,4.61,4.61,4.85,4,1166,5375.00,
526703,ECOPLAST LTD,X ,Q,112.30,113.30,112.25,112.55,112.40,116.15,5,320,35961.00,
526705,ELEGANT MARB,XT,Q,166.25,166.25,166.25,166.25,166.25,175.00,1,1,166.00,
526717,GOPALA POLY.,X ,Q,13.30,13.30,13.30,13.30,13.30,14.00,9,835,11105.00,
526721,NICCO PARKS ,XT,Q,22.00,23.00,21.90,21.90,21.90,22.70,16,1535,34202.00,
526723,NTC INDUST  ,X ,Q,42.00,42.00,39.75,39.75,39.75,39.65,4,153,6194.00,
526725,SANDESH LTD.,B ,Q,594.90,594.90,594.10,594.10,594.10,599.00,10,11,6543.00,
526727,GARNET CONST,X ,Q,8.40,8.50,8.00,8.48,8.03,8.04,20,8361,68882.00,
526729,GOLDIAM INT.,B ,Q,91.10,92.60,90.90,91.15,91.20,90.45,225,3521,322174.00,
526731,BRIGHT BROS.,X ,Q,55.85,56.15,52.60,54.55,56.15,56.95,6,395,21153.00,
526737,CORPOR COUR ,X ,Q,14.15,14.15,14.15,14.15,14.15,13.50,1,1,14.00,
526739,NARMADA GEL ,X ,Q,141.10,166.00,141.10,158.25,165.50,147.30,31,1523,238776.00,
526747,P.G.FOILS   ,X ,Q,58.30,60.00,58.30,59.50,60.00,58.10,7,274,16295.00,
526755,VELAN HOTELS,X ,Q,3.20,3.45,3.10,3.30,3.30,3.50,8,450,1450.00,
526783,DR.AGAR.EYE ,XT,Q,290.15,309.95,290.15,309.95,309.95,305.00,8,188,54999.00,
526795,MAHASAGAR TR,ZP,Q,3.24,3.24,3.24,3.24,3.24,3.09,1,100,324.00,
526797,GREENPLY IND,B ,Q,115.50,119.40,113.00,118.30,117.00,113.40,1098,7387,857129.00,
526801,PSL LTD     ,B ,Q,0.67,0.70,0.67,0.70,0.70,0.70,3,401,268.00,
526817,CHEVIOT CO. ,X ,Q,568.65,568.65,537.00,545.20,549.00,547.95,25,358,195383.00,
526821,DAI-ICHI KAR,X ,Q,207.95,223.00,195.10,216.95,219.00,200.70,66,1819,386121.00,
526829,CONFI PETRO ,B ,Q,25.00,25.90,25.00,25.70,25.70,25.30,296,97694,2490950.00,
526847,ASHIRWAD STL,X ,Q,7.52,7.52,7.52,7.52,7.52,7.91,2,1005,7557.00,
526849,BANARAS BEAD,B ,Q,40.00,41.25,40.00,41.25,41.25,42.60,13,1850,75337.00,
526851,AREX IND.   ,X ,Q,52.25,52.25,50.00,50.00,50.00,49.80,4,106,5525.00,
526853,BILCARE LTD.,XT,Q,16.00,17.40,16.00,17.00,17.00,16.60,35,5820,97991.00,
526861,RISHI LASER ,X ,Q,18.90,18.90,18.65,18.80,18.80,20.35,7,600,11257.00,
526881,63MOONS     ,B ,Q,100.95,100.95,92.50,93.25,93.25,96.35,336,16926,1608525.00,
526885,SARLA PER F ,B ,Q,22.75,23.45,22.75,22.90,22.90,22.40,23,2670,61330.00,
526899,HFIL        ,X ,Q,5.45,5.88,5.40,5.75,5.75,5.50,45,15264,84647.00,
526905,PADMAIND    ,X ,Q,75.00,75.00,73.00,73.80,74.00,75.00,24,1360,100395.00,
526917,CHD DEV LTD ,X ,Q,2.96,3.01,2.91,2.91,2.91,2.96,12,3681,10851.00,
526921,21ST CEN.MGM,B ,Q,14.41,14.41,14.41,14.41,14.41,14.70,1,1,14.00,
526927,DION        ,X ,Q,2.50,2.67,2.50,2.67,2.67,2.55,8,405,1013.00,
526931,HARIYANA SH.,X ,Q,50.10,51.00,48.10,51.00,51.00,51.95,4,201,9692.00,
526945,TYROON TEA  ,X ,Q,28.50,31.40,28.50,31.40,31.40,29.95,3,627,17884.00,
526947,LA-OPALA RG ,B ,Q,166.95,171.10,166.35,168.40,169.00,167.10,69,1516,256114.00,
526951,GOLDEN LAMIN,X ,Q,563.20,599.00,507.05,514.70,514.70,530.40,88,1290,674890.00,
526953,VENUS REMEDI,B ,Q,25.70,26.30,22.35,24.30,24.55,24.60,212,4932,124005.00,
526957,UDL         ,X ,Q,20.75,20.75,18.00,18.50,18.80,19.00,50,9523,178503.00,
526981,SHRI BAJRANG,X ,Q,18.60,18.65,16.95,18.65,18.65,17.80,9,1635,27942.00,
526987,URJA GLOBAL ,T ,Q,2.54,2.54,2.40,2.45,2.46,2.44,118,66504,162691.00,
527001,ASHAPURA LTD,T ,Q,21.00,21.60,21.00,21.60,21.60,20.60,20,14923,321626.00,
530001,GUJ.ALKALI  ,A ,Q,412.35,434.30,412.35,430.10,430.10,417.75,217,3239,1386144.00,
530005,INDIA CEM.  ,A ,Q,84.10,86.35,83.15,85.50,85.50,84.15,1168,254884,21776785.00,
530007,JK TYRE IND ,A ,Q,56.00,57.85,53.55,56.05,56.05,56.80,640,58243,3289991.00,
