SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513683,NLCINDIA    ,A ,Q,55.00,56.50,54.20,55.55,55.10,54.75,353,35447,1959108.00,
513687,SPECTRA IND.,XT,Q,1.99,1.99,1.99,1.99,1.99,1.99,1,20,39.00,
513691,JMT AUTO LTD,T ,Q,1.58,1.58,1.58,1.58,1.58,1.66,5,3900,6162.00,
513693,KIC METALIKS,X ,Q,57.80,57.80,51.00,52.50,52.50,56.00,8,5468,299310.00,
513699,SOLID STONE ,X ,Q,30.05,30.05,30.05,30.05,30.05,30.65,1,1,30.00,
513709,SHILP GRAVUR,X ,Q,71.05,75.00,71.05,74.85,74.85,76.00,8,74,5329.00,
513713,WHITEORG    ,X ,Q,9.45,9.45,8.74,9.15,9.15,8.91,176,64763,589438.00,
513729,ARO GRANITE ,B ,Q,32.30,33.50,31.60,32.50,32.50,30.70,15,703,22513.00,
514030,DEEPAK SPINN,X ,Q,81.10,82.90,81.10,81.10,81.10,81.05,5,700,57671.00,
514034,JBF IND.LTD ,B ,Q,7.90,8.35,7.90,8.20,8.35,8.00,29,2806,22815.00,
514043,HIMAT.SEIDE ,B ,Q,126.35,129.50,124.75,127.35,128.00,125.50,149,6429,819452.00,
514045,BSL LTD.    ,B ,Q,26.20,26.20,24.90,25.10,24.90,26.20,6,182,4630.00,
514087,PBM POLYTEX ,X ,Q,50.00,50.00,50.00,50.00,50.00,48.20,3,47,2350.00,
514142,TT LTD.     ,B ,Q,39.50,39.80,37.50,38.25,38.20,39.55,35,1645,63577.00,
514162,WELSPUN (I) ,A ,Q,49.20,50.70,48.85,50.45,50.65,48.90,231,27938,1393710.00,
514165,IND.ACRYLICS,X ,Q,12.00,12.04,11.77,11.86,11.77,12.00,60,25499,304996.00,
514167,GANESH ECOSP,B ,Q,251.00,254.60,251.00,254.45,254.60,251.80,6,1023,260252.00,
514175,VARDHMAN POL,T ,Q,3.50,3.55,3.48,3.48,3.48,3.39,8,1006,3545.00,
514183,BLA ROS IND ,XT,Q,48.50,52.00,48.00,50.00,50.00,50.50,47,14330,710191.00,
514211,SUMEET INDUS,B ,Q,2.85,3.00,2.79,2.85,2.87,2.64,32,20650,59491.00,
514215,BINNY LTD.  ,X ,Q,93.10,102.75,93.10,97.00,97.00,98.95,9,147,14297.00,
514221,KLIFESTYLE  ,XT,Q,0.19,0.20,0.19,0.20,0.20,0.19,2,3001,570.00,
514223,RAMGOPAL POL,XT,Q,1.18,1.18,1.18,1.18,1.18,1.19,5,200,236.00,
514234,SANGAM INDIA,B ,Q,38.05,39.95,36.80,38.25,37.30,36.80,23,396,15084.00,
514264,SEASONS TEXT,X ,Q,6.51,6.56,6.51,6.56,6.56,7.23,2,200,1307.00,
514266,ZENITH FIBRE,X ,Q,48.00,51.60,48.00,51.60,51.60,52.90,36,1944,94326.00,
514274,AARVEE DENIM,B ,Q,17.40,17.40,17.10,17.15,17.10,16.10,2,6,102.00,
514286,ASHIMA LTD. ,B ,Q,7.70,7.85,7.18,7.40,7.40,7.16,43,10679,78567.00,
514300,PIONEER EMB ,B ,Q,18.55,20.35,18.55,19.95,20.00,19.45,23,785,15201.00,
514302,VIPPY SPIN. ,X ,Q,31.60,36.00,31.60,35.75,36.00,35.00,3,16,571.00,
514322,KAMADGIRI   ,X ,Q,78.00,78.00,65.10,74.00,74.00,73.95,3,520,40346.00,
514326,PATSPIN INDI,B ,Q,6.40,6.40,6.40,6.40,6.40,6.40,1,200,1280.00,
514330,OVERSEAS SYN,X ,Q,5.74,5.74,5.74,5.74,5.74,5.63,5,1432,8219.00,
514332,NEOINFRA    ,XT,Q,28.90,28.90,28.00,28.25,28.00,27.55,4,105,2969.00,
514354,PREMIER POLY,B ,Q,21.25,21.25,21.25,21.25,21.25,20.35,2,21,446.00,
514358,EVERLON SYN.,X ,Q,14.30,14.30,14.26,14.28,14.26,14.25,9,355,5067.00,
514394,AJIL        ,B ,Q,15.50,15.50,15.50,15.50,15.50,15.80,30,10172,157666.00,
514400,GARWARE SYN.,XT,Q,3.25,3.25,3.25,3.25,3.25,3.26,1,100,325.00,
514412,SARUPINDUS  ,X ,Q,35.15,35.15,35.15,35.15,35.15,37.00,2,300,10545.00,
514418,MANORG      ,X ,Q,302.00,305.00,286.80,292.05,292.05,301.85,258,9767,2853059.00,
514428,HINDU.ADHESI,X ,Q,64.90,67.00,64.90,65.00,65.00,66.95,6,43,2834.00,
514448,JYOTI RESINS,X ,Q,118.30,124.95,118.30,124.95,124.95,119.15,3,5,618.00,
514450,MAHA.RUBTECH,X ,Q,32.55,36.75,32.55,35.85,36.65,36.80,20,851,29627.00,
514486,POLYGENTA TE,XT,Q,1.10,1.10,1.10,1.10,1.10,1.05,1,1,1.00,
515018,REG.CERAMIC ,T ,Q,2.31,2.31,2.09,2.09,2.09,2.20,16,9058,20911.00,
515030,ASAHI IN.GLA,A ,Q,192.50,192.50,191.60,192.35,192.35,193.60,10,208,39997.00,
515037,MURD.CERAM  ,B ,Q,13.80,14.59,13.80,14.45,14.45,13.10,11,1850,26293.00,
515043,SAINT-GOBAIN,X ,Q,40.90,43.70,40.05,42.60,42.60,39.35,498,54907,2316245.00,
515055,ANANTRAJ    ,B ,Q,26.15,26.80,26.10,26.50,26.50,26.25,80,13394,354317.00,
515085,RESTILE CER.,XT,Q,2.76,2.76,2.76,2.76,2.76,2.90,3,147,405.00,
515093,MADHAV MARB.,B ,Q,26.10,26.10,23.50,24.00,24.00,23.45,14,460,11360.00,
515145,HIND.NAT.GLS,T ,Q,21.50,21.50,21.35,21.35,21.35,22.45,8,314,6735.00,
515147,HALDYN GLASS,X ,Q,23.00,24.00,21.60,23.70,24.00,22.95,46,4816,110533.00,
516003,DUROPLY     ,X ,Q,62.00,62.00,56.00,56.00,56.00,57.15,3,151,8762.00,
516007,MANGALAM TIM,T ,Q,8.15,8.30,8.00,8.30,8.30,7.97,12,3194,25880.00,
516016,SHREYANS IND,B ,Q,98.90,125.00,98.90,123.45,123.45,104.20,261,13841,1687954.00,
516022,STAR PAPER  ,B ,Q,81.70,86.85,81.20,83.60,83.60,79.70,136,3056,255847.00,
516030,YASH PAPERS ,X ,Q,37.50,38.00,36.60,37.20,37.20,36.55,109,42813,1593843.00,
516064,ARROWGREEN  ,T ,Q,51.55,52.30,51.30,51.30,51.30,54.00,26,2676,138473.00,
516072,VISHNU CHEM ,B ,Q,98.25,112.00,98.00,103.55,104.30,101.70,34,430,43070.00,
516078,JUMBO BAG   ,Z ,Q,8.39,8.39,8.39,8.39,8.39,8.50,1,1000,8390.00,
516082,N.R.AGARWAL ,B ,Q,173.90,195.00,168.35,182.70,180.00,167.50,153,4176,754029.00,
516096,SANGAL PAPER,XT,Q,72.00,72.00,72.00,72.00,72.00,72.00,2,110,7920.00,
516106,SH.KARTHIK P,X ,Q,4.99,4.99,4.99,4.99,4.99,4.90,2,11,54.00,
516108,S.I.PAPER   ,XT,Q,71.70,71.85,68.25,68.25,68.25,68.50,18,2248,155444.00,
517015,VINDHYA TELE,B ,Q,874.00,932.00,874.00,921.20,921.05,857.75,117,2026,1831664.00,
517035,RUTTONSHA IN,X ,Q,38.25,38.25,38.20,38.20,38.20,36.70,2,100,3822.00,
517041,ADORWELDING ,B ,Q,297.00,300.25,297.00,298.05,297.70,295.00,11,585,175334.00,
517059,SALZER ELEC ,B ,Q,107.35,112.00,105.75,111.15,111.15,104.80,77,1870,202935.00,
517080,HIGHGROUND  ,B ,Q,1.75,1.76,1.70,1.74,1.70,1.75,18,111331,193441.00,
517119,PCS TECH    ,X ,Q,7.00,7.00,6.90,6.90,6.90,6.95,2,108,755.00,
517146,USHA MART.LT,B ,Q,26.30,28.05,26.30,27.00,27.00,26.55,111,28322,779097.00,
517166,SPEL SEMICON,X ,Q,3.78,4.45,3.78,4.35,4.39,4.17,27,17038,72801.00,
517168,SUBROS LTD. ,B ,Q,169.05,176.40,163.60,173.80,170.20,169.15,85,1002,171970.00,
517174,HONEYWELL   ,A ,Q,23207.75,23207.75,22672.95,22802.30,22817.60,23007.35,87,142,3236420.00,
517201,SWITCH.TECH.,X ,Q,44.85,44.85,42.80,43.20,42.80,42.75,12,216,9660.00,
517206,LUMAX IND   ,B ,Q,912.30,1041.45,912.30,1013.35,1028.50,925.65,134,913,877537.00,
517214,SPICEMOBI   ,T ,Q,6.37,6.50,6.37,6.50,6.50,6.70,2,155,999.00,
517236,CALCOM VISIO,X ,Q,18.55,19.00,18.50,18.50,18.50,19.05,5,1000,18530.00,
517271,HBL P SYS   ,B ,Q,18.30,19.20,18.10,18.60,18.60,18.25,77,12635,232641.00,
517288,GUJARATPOLY ,X ,Q,15.00,15.60,14.85,14.90,14.90,15.60,29,3169,47705.00,
517300,GUJ.IND.POW.,B ,Q,68.00,70.20,68.00,69.15,69.15,68.15,51,8165,562396.00,
517330,CMI LTD.    ,B ,Q,68.50,73.95,65.05,70.35,71.00,68.40,137,12158,857932.00,
517334,MOTHERSON SS,A ,Q,100.05,103.05,99.20,102.40,102.60,99.65,1878,301755,30492673.00,
517344,MINDTECK (I),B ,Q,32.00,36.45,32.00,34.60,34.60,35.00,11,541,19208.00,
517354,HAVELLSINDIA,A ,Q,631.10,649.55,631.10,646.25,646.25,634.50,1295,41658,26778691.00,
517356,ACI INFOCOM ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,230,43.00,
517370,INCAP LTD.  ,XT,Q,25.60,25.60,25.60,25.60,25.60,24.40,1,7000,179200.00,
517380,IGARSHI MOT ,B ,Q,201.90,206.50,199.00,206.50,206.50,196.70,133,904,184382.00,
517385,SYMPHONY    ,A ,Q,1235.30,1284.90,1229.55,1277.35,1273.30,1233.15,130,1381,1750853.00,
517399,VXL INSTRUM.,XT,Q,3.69,3.69,3.69,3.69,3.69,3.76,1,10,36.00,
517417,PATEL AIRTEM,X ,Q,88.90,88.90,80.25,84.50,88.00,80.00,11,371,31628.00,
517421,BFLYGANDHI  ,B ,Q,152.00,152.35,149.25,150.80,150.90,148.80,47,1203,181400.00,
517429,ATHENAGLO   ,XT,Q,39.00,42.75,39.00,40.25,42.75,40.75,2,300,12075.00,
517437,DUTRON POLY.,XT,Q,123.75,136.70,123.75,136.70,136.70,130.25,10,686,93511.00,
517447,R.S.SOFTWARE,B ,Q,16.00,17.40,16.00,17.20,17.40,16.50,42,3380,56866.00,
517449,MAGNA ELECTR,X ,Q,162.50,167.00,162.50,163.10,163.10,162.00,5,201,32790.00,
517477,ELNET TECH. ,X ,Q,92.65,92.65,92.25,92.25,92.25,96.70,5,500,46223.00,
517494,ACCEL       ,X ,Q,6.79,6.79,6.71,6.71,6.71,6.49,5,107,723.00,
517498,WEBELSOLAR  ,B ,Q,16.40,17.50,16.10,17.30,17.30,16.70,128,25467,425534.00,
517500,ROTO PUMPS  ,X ,Q,117.00,124.75,116.10,123.20,123.00,120.30,140,5115,624115.00,
517506,TTK PRESTIGE,A ,Q,5290.00,5655.00,5242.00,5409.55,5365.00,5197.05,459,5131,27174760.00,
517514,DHINDIA     ,X ,Q,17.40,18.20,17.10,18.20,18.20,18.50,7,235,4036.00,
517518,LEEL        ,Z ,Q,4.80,5.00,4.56,4.88,4.85,4.80,42,11166,51850.00,
517522,RAJ GLO WIR ,X ,Q,770.00,794.00,766.40,785.00,785.00,794.80,12,115,89564.00,
517530,SURANATP    ,B ,Q,4.09,4.09,4.00,4.00,4.00,3.95,3,1500,6090.00,
517536,ONWARD TECHN,B ,Q,66.00,67.95,66.00,66.40,66.35,65.20,40,3821,256404.00,
517544,CENTUM ELEC ,B ,Q,460.00,468.00,447.00,459.55,459.05,451.30,20,158,71813.00,
517548,STARLITE COM,X ,Q,10.80,10.80,10.25,10.64,10.65,10.60,22,377,4007.00,
517554,NHCFOODS    ,X ,Q,4.59,4.59,4.59,4.59,4.59,4.59,5,989,4539.00,
517562,TRIGYN TECH ,B ,Q,43.10,47.55,43.10,46.30,46.20,45.40,132,7452,343997.00,
517569,KEI INDUST. ,A ,Q,417.00,449.85,415.90,445.20,447.55,411.60,1172,28155,12144284.00,
517571,IMPPOWERS   ,B ,Q,22.50,22.60,21.45,21.55,21.55,22.50,6,220,4830.00,
518011,KEERTHI     ,XT,Q,43.70,43.70,43.70,43.70,43.70,46.00,3,102,4457.00,
518029,GUJ.SIDH.CEM,B ,Q,17.40,17.80,17.35,17.75,17.80,16.95,33,4563,79742.00,
518075,SURAJ PRODUC,Z ,Q,14.43,14.43,14.43,14.43,14.43,13.75,2,301,4343.00,
518091,ANJANI PORTL,B ,Q,152.50,154.25,152.50,154.25,154.25,143.00,5,71,10919.00,
519031,SHAH FOOD(P),X ,Q,44.50,44.50,42.55,42.55,42.55,44.75,2,21,932.00,
519091,TASTY BITE  ,B ,Q,8338.80,8694.00,8338.80,8694.00,8694.00,8402.75,13,58,497679.00,
519105,AVT NATURAL ,B ,Q,19.35,19.85,19.35,19.85,19.85,19.15,28,4751,93449.00,
519126,HIND.FOODS  ,X ,Q,385.00,390.00,375.00,378.85,378.00,387.45,65,3450,1318125.00,
519136,NAHAR INDUST,B ,Q,23.05,26.85,23.05,26.50,26.50,25.70,22,442,11466.00,
519156,VADILAL IND ,B ,Q,518.50,523.45,518.20,520.00,520.00,512.65,7,84,43651.00,
519174,ASHIANA AGRO,XT,Q,0.57,0.57,0.57,0.57,0.57,0.60,1,25,14.00,
519183,ADF FOODS LT,B ,Q,232.55,239.00,228.00,237.80,237.80,232.60,29,214,49612.00,
519216,AJANTA SOYA ,XT,Q,20.40,20.40,20.40,20.40,20.40,19.95,1,1000,20400.00,
519224,WILLIAM.MAGO,B ,Q,17.65,17.65,16.90,17.65,17.65,16.85,24,549,9685.00,
519248,JVL AGRO    ,Z ,Q,1.28,1.30,1.28,1.28,1.28,1.34,8,4656,5961.00,
519260,SANWARIA    ,B ,Q,4.79,4.86,4.66,4.69,4.69,4.90,503,599713,2831653.00,
519262,PRIMA AGRO L,XT,Q,8.04,8.04,8.04,8.04,8.04,8.46,2,600,4824.00,
519279,MADHUR IND  ,XT,Q,9.01,9.01,9.01,9.01,9.01,9.48,1,100,901.00,
519285,TARAI FOODS ,XT,Q,3.58,3.58,3.58,3.58,3.58,3.41,1,10,35.00,
519287,MODERN DAIRI,X ,Q,2.75,2.77,2.75,2.77,2.77,2.64,14,5636,15606.00,
519307,VIKAS WSP   ,X ,Q,9.52,9.80,9.50,9.63,9.63,9.53,194,87093,839603.00,
519319,JATALIA     ,XT,Q,2.48,2.58,2.48,2.58,2.58,2.53,18,1735,4390.00,
519359,POONA DAL   ,X ,Q,26.40,26.40,24.05,24.80,24.80,25.25,16,152,3720.00,
519383,ANIK INDS   ,B ,Q,8.56,8.56,8.49,8.50,8.50,8.43,4,746,6343.00,
519397,SHARAT INDUS,XT,Q,28.25,28.25,28.25,28.25,28.25,27.70,1,1,28.00,
519421,KSE LIMITED ,XT,Q,1070.00,1099.00,1052.00,1052.40,1055.00,1063.55,27,227,242827.00,
519455,NARBADA     ,X ,Q,56.85,56.85,56.85,56.85,56.85,59.80,1,1,56.00,
519457,VIRAT CRANE ,X ,Q,24.40,24.40,17.70,20.50,20.50,20.40,34,9534,195079.00,
519483,TAI INDUST. ,XT,Q,12.64,12.64,12.64,12.64,12.64,13.30,4,18,227.00,
519491,OCEAN AGRO  ,X ,Q,16.35,16.35,16.35,16.35,16.35,17.90,1,100,1635.00,
519552,HERITGFOOD  ,A ,Q,350.70,356.20,345.80,354.20,353.60,345.95,111,2362,828210.00,
519560,NEHA INTER. ,X ,Q,1.14,1.24,1.14,1.24,1.24,1.20,4,32,39.00,
519566,SIMRAN FARMS,X ,Q,41.15,45.50,40.35,44.80,45.00,41.85,96,3839,163926.00,
519588,DFM FOODS   ,B ,Q,250.70,251.00,247.00,247.00,247.00,245.30,34,604,150842.00,
519600,CCL PRODUCTS,A ,Q,235.90,243.20,235.70,240.05,240.65,235.60,137,2487,598919.00,
519602,KELLTONTEC  ,B ,Q,17.55,17.55,16.05,16.15,16.20,16.80,37,11582,188592.00,
520008,RICO AUTO   ,B ,Q,39.25,41.90,39.10,40.65,40.25,39.15,500,37563,1511213.00,
520021,OMAX AUTOS. ,B ,Q,37.65,39.15,36.15,36.45,37.05,37.65,19,1660,61573.00,
520043,MUNJAL SHOWA,B ,Q,124.65,125.50,124.10,125.50,125.50,127.00,7,102,12665.00,
520051,JAMNA AUTO  ,A ,Q,36.70,42.10,35.30,41.20,41.15,36.35,1095,158141,6359208.00,
520056,SUNDAR.CLAY ,A ,Q,2099.00,2129.95,2030.00,2095.20,2117.20,2032.15,30,110,230384.00,
520057,JTEKTINDIA  ,B ,Q,65.10,73.05,63.50,70.55,70.20,66.50,469,25205,1729234.00,
520059,MUNAUTO     ,B ,Q,29.75,31.40,29.75,31.25,31.20,29.95,62,4546,140364.00,
520066,JAYBH.MARUTI,B ,Q,140.65,140.65,137.85,139.40,139.65,135.60,28,600,83386.00,
520073,RACLGEAR    ,X ,Q,55.05,61.00,55.00,59.75,60.00,56.20,34,4077,240702.00,
520075,SAMKRG PIST.,X ,Q,93.45,97.95,90.00,91.65,91.65,93.45,94,8208,763031.00,
520086,SICAL LOG   ,B ,Q,40.45,40.45,40.45,40.45,40.45,42.55,9,2966,119974.00,
520111,RATNAMNI MET,B ,Q,920.00,939.00,910.00,936.70,936.70,905.00,31,208,191897.00,
520113,VESUVIUS IND,B ,Q,952.00,1015.00,952.00,990.65,980.10,1006.00,18,434,429708.00,
520119,AUTOMOTIVE S,B ,Q,32.25,33.50,32.00,33.50,33.50,30.60,9,531,17123.00,
520121,ARCEE INDUST,XT,Q,2.64,2.64,2.64,2.64,2.64,2.52,1,1000,2640.00,
520123,ABC INDIA   ,X ,Q,43.95,44.95,43.95,44.95,44.95,42.15,7,60,2683.00,
520127,BALURGHAT TE,X ,Q,4.50,4.52,4.50,4.52,4.52,4.65,5,871,3925.00,
520151,SHREY SH LOG,B ,Q,104.45,109.00,101.60,102.05,102.05,99.95,36,313,32904.00,
520155,STARLOG     ,X ,Q,18.00,18.00,16.30,18.00,18.00,17.15,6,369,6059.00,
521016,INDO COUNT  ,B ,Q,35.60,35.80,34.15,35.10,35.50,35.00,97,6981,244671.00,
521018,MARAL OVERS ,B ,Q,17.75,17.75,16.50,16.70,16.50,16.20,15,1404,23445.00,
521054,KAKATIYA TEX,XT,Q,3.72,3.72,3.72,3.72,3.72,3.55,4,5300,19716.00,
521062,OCTAVE      ,XT,Q,2.61,2.61,2.61,2.61,2.61,2.56,4,2100,5481.00,
521064,TRIDENT     ,A ,Q,55.00,56.25,54.45,54.80,54.60,55.25,572,66147,3650475.00,
521070,ALOK INDS.  ,B ,Q,3.14,3.14,2.96,3.07,3.01,3.05,523,1930229,5930519.00,
521097,AMARJOTHI SP,X ,Q,61.50,69.55,61.25,67.75,67.75,65.05,22,907,58519.00,
521105,OLYMPIA IND.,X ,Q,9.83,9.83,9.00,9.00,9.00,9.37,4,2002,19678.00,
521109,NAGREEKA EXP,B ,Q,12.95,13.89,12.11,13.48,13.53,12.81,13,517,6731.00,
521113,SUDITI IND. ,X ,Q,17.05,17.50,17.00,17.05,17.05,17.50,7,330,5655.00,
521127,KHATOR FIBRE,XT,Q,8.70,8.70,8.70,8.70,8.70,9.15,1,30,261.00,
521131,SBFL        ,X ,Q,2.59,2.59,2.59,2.59,2.59,2.71,1,25,64.00,
521141,ADITYA SPIN.,XT,Q,4.72,4.72,4.72,4.72,4.72,4.50,14,6090,28744.00,
521149,PRIME URBAN ,X ,Q,5.46,5.46,5.46,5.46,5.46,5.20,1,500,2730.00,
521151,DHANLXMI FAB,X ,Q,21.05,21.05,21.05,21.05,21.05,22.15,3,151,3178.00,
521163,ZODIAC CLOTH,B ,Q,195.00,197.00,195.00,196.60,196.50,193.60,6,2020,394916.00,
521180,SUPER SPIN. ,B ,Q,4.62,4.62,4.47,4.57,4.57,4.30,3,110,494.00,
521194,SIL INVEST  ,B ,Q,145.80,162.00,143.00,144.70,144.40,145.80,47,446,67933.00,
521200,SURYLAK.COTT,B ,Q,23.00,23.90,23.00,23.65,23.90,21.00,4,4,93.00,
521206,SAMTEX FASH.,XT,Q,0.57,0.57,0.56,0.56,0.56,0.57,7,501,282.00,
521210,CITYMAN     ,XT,Q,2.43,2.43,2.43,2.43,2.43,2.47,2,75,182.00,
521220,DAMOINDUS   ,B ,Q,32.00,32.00,32.00,32.00,32.00,31.00,4,70,2240.00,
521242,KANDAGIRI SP,X ,Q,13.40,13.40,13.40,13.40,13.40,12.90,2,10,134.00,
521248,KITEX GARMEN,B ,Q,79.25,80.80,79.05,79.60,79.50,78.35,42,1098,87240.00,
522001,CRANEX LTD. ,X ,Q,9.50,9.50,9.50,9.50,9.50,9.85,1,100,950.00,
522004,BATLIBOI LTD,X ,Q,12.40,12.40,11.51,11.61,11.61,12.11,15,1765,20773.00,
522005,AUSTIN ENGG.,X ,Q,45.05,45.25,42.25,45.00,45.00,42.95,27,2203,95258.00,
522014,UNITED DRILL,X ,Q,74.50,76.00,74.50,76.00,76.00,74.40,4,99,7522.00,
522017,FLUIDOMAT   ,X ,Q,89.50,90.00,87.55,88.95,88.35,88.95,16,541,48236.00,
522029,WINDSOR MACH,B ,Q,20.40,20.40,19.40,20.30,20.40,19.45,21,5963,119272.00,
522034,SHANTHI GEAR,B ,Q,93.00,97.75,93.00,96.65,96.90,92.60,38,425,40475.00,
522064,HONDA SIEL  ,B ,Q,848.45,855.50,819.00,831.05,850.00,839.55,46,638,530079.00,
522073,HITECHGEAR  ,B ,Q,167.80,178.00,167.80,176.00,176.00,167.90,52,571,98920.00,
522074,ELGI EQUIP  ,A ,Q,238.80,252.00,235.75,243.10,252.00,238.35,70,1584,381816.00,
522101,KILBURN ENGG,X ,Q,20.50,23.00,20.25,22.00,22.00,20.95,17,2395,51504.00,
522105,BIRLA PRETEC,X ,Q,6.75,6.90,6.43,6.70,6.70,6.75,128,33732,221554.00,
522108,YUKEN INDIA ,X ,Q,455.00,469.40,439.95,448.50,440.00,455.25,302,5626,2532803.00,
522113,TIMKEN (I)  ,B ,Q,631.90,645.25,631.90,640.75,642.95,633.25,133,820,524531.00,
522122,VOITH PAPER ,X ,Q,763.00,771.90,747.00,771.60,771.60,772.70,7,536,413136.00,
522134,ARTSON ENG  ,XT,Q,35.00,36.00,34.55,35.20,35.50,35.15,94,17739,627322.00,
522152,SOLITAIR MC ,X ,Q,25.50,27.00,25.40,26.65,26.65,25.25,9,895,23185.00,
522163,DIAMONPOWER ,Z ,Q,0.82,0.86,0.78,0.78,0.78,0.82,6,9307,7283.00,
522165,INDSIL HYD  ,X ,Q,29.50,30.80,28.65,28.70,28.65,28.80,102,32679,974279.00,
522183,ITL INDUSTRS,X ,Q,116.95,116.95,110.15,115.00,115.00,113.80,3,251,27992.00,
522195,FRONTIER SPR,X ,Q,152.85,162.85,152.85,161.60,161.55,157.15,52,2006,322964.00,
522205,PRAJ IND.LTD,B ,Q,103.25,111.60,102.25,110.90,110.50,103.10,1916,191127,20914920.00,
522207,RASANDIK ENG,X ,Q,46.65,50.90,44.90,47.15,47.15,49.80,41,6692,315290.00,
522209,YOGI SUNGWON,X ,Q,1.78,1.78,1.78,1.78,1.78,1.70,1,1000,1780.00,
522215,SWISS GLASS ,X ,Q,178.00,180.30,177.00,177.50,178.00,175.40,19,2022,358931.00,
522217,GUJ APOIND  ,B ,Q,116.60,117.00,116.60,116.60,116.60,120.15,15,52,6064.00,
522229,TANEJA AERO.,X ,Q,20.90,22.00,19.85,19.85,19.85,20.20,47,10674,217452.00,
522231,CONART ENG. ,X ,Q,26.80,26.80,24.00,24.00,24.00,26.20,6,376,9030.00,
522241,M.M.FORGINGS,B ,Q,342.90,349.10,339.85,339.85,339.85,340.40,11,107,36729.00,
522249,MAYUR UNIQ. ,B ,Q,231.85,232.00,222.15,229.70,229.70,226.65,96,1266,289364.00,
522251,CENLUB INDUS,X ,Q,71.95,71.95,69.00,69.00,69.00,68.25,11,423,29684.00,
522257,RAJOO ENGIN.,X ,Q,11.50,12.09,11.16,12.04,12.00,11.77,41,10065,118105.00,
522261,DOLPHIN OFF.,B ,Q,21.00,23.40,20.50,23.10,23.40,21.25,216,10375,232351.00,
522263,JMC PROJECTS,B ,Q,110.30,114.95,110.30,112.85,112.10,109.05,92,4296,483535.00,
522267,VEEJAY LAKSH,X ,Q,19.80,21.80,19.80,19.80,19.80,20.80,4,180,3700.00,
522275,GET&D       ,A ,Q,138.20,154.00,138.20,148.00,146.00,140.40,928,4432,643879.00,
522281,RAM RAT.WIRE,X ,Q,66.00,66.60,63.60,65.10,65.10,66.15,25,998,64401.00,
522285,JAY NECO IND,T ,Q,4.06,4.06,4.06,4.06,4.06,3.90,9,4280,17376.00,
522287,KALPA.POWER ,A ,Q,453.00,474.35,452.45,469.10,471.40,452.55,452,4577,2115975.00,
522294,T & I GLOBAL,X ,Q,65.00,67.00,65.00,67.00,67.00,67.70,2,1005,67325.00,
522295,CONTROL PRNT,B ,Q,212.00,217.00,209.00,212.70,212.15,217.25,42,1665,349966.00,
523007,ANSAL BUILD.,X ,Q,28.25,28.25,24.80,25.20,25.05,23.55,34,2882,73642.00,
523011,WEIZMANN LTD,B ,Q,28.50,29.00,27.35,27.50,27.50,29.75,10,1260,36014.00,
523019,B.N.RATHI SE,X ,Q,17.95,18.05,17.95,18.00,18.00,17.70,10,700,12600.00,
523021,RISHITECH   ,X ,Q,30.00,30.00,28.60,28.60,28.60,30.00,16,2142,63180.00,
523023,SINCLAIR HOT,X ,Q,258.00,274.80,254.00,269.25,272.00,258.05,39,1538,411524.00,
523025,SAFARI IND. ,B ,Q,555.00,559.95,535.00,545.50,545.50,536.60,127,1211,657662.00,
523100,COSMO FERR. ,X ,Q,9.20,9.20,9.20,9.20,9.20,9.50,1,164,1508.00,
523120,ADOR MULTI. ,XT,Q,39.15,39.15,39.15,39.15,39.15,41.20,10,149,5833.00,
523127,EIH ASSO.HOT,B ,Q,275.45,287.90,275.00,284.90,285.00,279.70,23,2235,628472.00,
523144,MEDI CAPS   ,XT,Q,16.40,16.40,16.40,16.40,16.40,17.25,8,2067,33898.00,
523160,MORGAN CRU  ,X ,Q,1365.00,1399.00,1315.00,1396.50,1399.00,1322.65,18,593,813077.00,
523204,ABAN OFFSHO ,B ,Q,24.25,26.70,24.25,26.70,26.70,25.45,231,23442,614124.00,
523207,KOKUYOCMLN  ,B ,Q,69.00,69.85,66.60,68.85,68.85,66.60,43,3880,264894.00,
523222,SRM ENERGY  ,XT,Q,4.06,4.06,4.06,4.06,4.06,4.06,1,10,40.00,
523229,BHARAT SEATS,X ,Q,51.85,56.95,51.85,56.45,56.90,52.95,51,2033,111149.00,
523232,CONT.PETRO  ,XT,Q,20.00,20.00,18.35,18.35,18.35,19.05,3,516,10293.00,
523242,NB FOOT WEAR,P ,Q,5.42,5.42,5.42,5.42,5.42,5.70,1,100,542.00,
523261,VENKEY'S (I),A ,Q,1351.00,1463.40,1320.00,1431.10,1431.10,1351.25,5811,42862,60652324.00,
523269,ADVANI HOTEL,B ,Q,53.50,53.50,52.85,53.40,53.50,54.75,6,322,17213.00,
523277,G.V.FILMS   ,X ,Q,0.34,0.38,0.34,0.37,0.36,0.35,23,54411,19081.00,
523283,SUPER HOUSE ,B ,Q,63.40,65.00,62.10,63.95,63.40,60.80,80,1278,81710.00,
523301,TCPL PACK   ,B ,Q,290.00,309.00,289.50,289.50,289.50,291.60,7,392,117094.00,
523319,BALMER LAWRI,B ,Q,174.05,174.30,171.00,171.30,171.85,171.40,124,6955,1200551.00,
